city08,comb08,cylinders,displ,fuelType,highway08,make,model,trany,VClass,year
city MPG,combined MPG,engine cylinders,engine displacement in liters,fuel type,highway MPG,manufacturer,model name,transmission descriptor,EPA vehicle size class,model year
15,18,8,4.4,Premium,22,BMW,740i/740i Sport,Automatic 5-spd,Midsize Cars,2000
14,16,8,4.4,Premium,19,BMW,740i/740i Sport,Automatic 5-spd,Midsize Cars,2000
18,21,6,3.1,Regular,27,Buick,Century,Automatic 4-spd,Midsize Cars,2000
17,21,6,3.8,Regular,27,Buick,Regal,Automatic 4-spd,Midsize Cars,2000
16,19,6,3.8,Premium,25,Buick,Regal,Automatic 4-spd,Midsize Cars,2000
16,18,6,3,Premium,23,Cadillac,Catera,Automatic 4-spd,Midsize Cars,2000
15,19,8,4.6,Premium,25,Cadillac,Eldorado,Automatic 4-spd,Midsize Cars,2000
15,19,8,4.6,Premium,25,Cadillac,Seville,Automatic 4-spd,Midsize Cars,2000
18,21,6,3.1,Regular,27,Chevrolet,Lumina/Monte Carlo,Automatic 4-spd,Midsize Cars,2000
17,21,6,3.4,Regular,29,Chevrolet,Lumina/Monte Carlo,Automatic 4-spd,Midsize Cars,2000
17,21,6,3.8,Regular,27,Chevrolet,Lumina/Monte Carlo,Automatic 4-spd,Midsize Cars,2000
19,23,4,2.4,Regular,28,Chevrolet,Malibu,Automatic 4-spd,Midsize Cars,2000
18,21,6,3.1,Regular,27,Chevrolet,Malibu,Automatic 4-spd,Midsize Cars,2000
17,20,4,2.4,Regular,26,Chrysler,Cirrus,Automatic 4-spd,Midsize Cars,2000
17,20,6,2.5,Regular,25,Chrysler,Cirrus,Automatic 4-spd,Midsize Cars,2000
16,19,6,2.5,Regular,24,Chrysler,Cirrus,Automatic 4-spd,Midsize Cars,2000
18,21,4,2.2,Regular,26,Daewoo,Leganza,Automatic 4-spd,Midsize Cars,2000
18,21,4,2.2,Regular,27,Daewoo,Leganza,Manual 5-spd,Midsize Cars,2000
19,22,4,2,Regular,27,Dodge,Stratus,Automatic 4-spd,Midsize Cars,2000
17,20,4,2.4,Regular,26,Dodge,Stratus,Automatic 4-spd,Midsize Cars,2000
17,20,6,2.5,Regular,25,Dodge,Stratus,Automatic 4-spd,Midsize Cars,2000
16,19,6,2.5,Regular,24,Dodge,Stratus,Automatic 4-spd,Midsize Cars,2000
20,23,4,2.3,Regular,28,Honda,Accord,Automatic 4-spd,Midsize Cars,2000
19,22,4,2.3,Regular,26,Honda,Accord,Automatic 4-spd,Midsize Cars,2000
22,24,4,2.3,Regular,29,Honda,Accord,Manual 5-spd,Midsize Cars,2000
21,23,4,2.3,Regular,27,Honda,Accord,Manual 5-spd,Midsize Cars,2000
18,21,6,3,Regular,25,Honda,Accord,Automatic 4-spd,Midsize Cars,2000
18,21,4,2.4,Regular,26,Hyundai,Sonata,Automatic 4-spd,Midsize Cars,2000
19,22,4,2.4,Regular,27,Hyundai,Sonata,Manual 5-spd,Midsize Cars,2000
18,20,6,2.5,Regular,25,Hyundai,Sonata,Automatic 4-spd,Midsize Cars,2000
18,21,6,2.5,Regular,26,Hyundai,Sonata,Manual 5-spd,Midsize Cars,2000
17,20,6,3,Regular,25,Infiniti,I30,Automatic 4-spd,Midsize Cars,2000
16,18,8,4.1,Premium,21,Infiniti,Q45,Automatic 4-spd,Midsize Cars,2000
15,18,8,4,Premium,22,Jaguar,Vanden Plas,Automatic 5-spd,Midsize Cars,2000
14,16,8,4,Premium,20,Jaguar,Vanden Plas S/C,Automatic 5-spd,Midsize Cars,2000
16,19,6,3,Premium,24,Jaguar,S-type (X200) V6,Automatic 5-spd,Midsize Cars,2000
15,17,8,4,Premium,21,Jaguar,S-type (X200) V8,Automatic 5-spd,Midsize Cars,2000
15,18,8,4,Premium,22,Jaguar,XJ8L,Automatic 5-spd,Midsize Cars,2000
17,19,6,3,Premium,23,Lexus,GS 300/GS 400,Automatic 5-spd,Midsize Cars,2000
16,18,8,4,Premium,22,Lexus,GS 300/GS 400,Automatic 5-spd,Midsize Cars,2000
16,19,8,4,Premium,23,Lexus,LS 400,Automatic 5-spd,Midsize Cars,2000
16,18,6,3,Premium,23,Lincoln,LS,Automatic 5-spd,Midsize Cars,2000
15,18,6,3,Premium,22,Lincoln,LS,Automatic 5-spd,Midsize Cars,2000
15,18,6,3,Premium,23,Lincoln,LS,Manual 5-spd,Midsize Cars,2000
15,17,8,3.9,Premium,22,Lincoln,LS,Automatic 5-spd,Midsize Cars,2000
15,17,8,3.9,Premium,22,Lincoln,LS,Automatic 5-spd,Midsize Cars,2000
17,20,6,3,Regular,26,Mercury,Sable,Automatic 4-spd,Midsize Cars,2000
17,20,6,3,Regular,26,Mercury,Sable,Automatic 4-spd,Midsize Cars,2000
19,22,4,2,Regular,25,Mazda,626,Automatic 4-spd,Midsize Cars,2000
23,25,4,2,Regular,29,Mazda,626,Manual 5-spd,Midsize Cars,2000
18,20,6,2.5,Premium,24,Mazda,626,Automatic 4-spd,Midsize Cars,2000
19,21,6,2.5,Premium,25,Mazda,626,Manual 5-spd,Midsize Cars,2000
18,21,6,3.2,Premium,27,Mercedes-Benz,E320,Automatic 5-spd,Midsize Cars,2000
18,21,6,3.2,Premium,25,Mercedes-Benz,E320 4Matic,Automatic 5-spd,Midsize Cars,2000
16,18,8,4.3,Premium,22,Mercedes-Benz,E430,Automatic 5-spd,Midsize Cars,2000
16,18,8,4.3,Premium,21,Mercedes-Benz,E430 4Matic,Automatic 5-spd,Midsize Cars,2000
15,17,8,5.5,Premium,21,Mercedes-Benz,E55 AMG,Automatic 5-spd,Midsize Cars,2000
16,18,6,3.5,Premium,23,Mitsubishi,Diamante,Automatic 4-spd,Midsize Cars,2000
19,21,4,2.4,Regular,26,Mitsubishi,Galant,Automatic 4-spd,Midsize Cars,2000
17,20,6,3,Premium,25,Mitsubishi,Galant,Automatic 4-spd,Midsize Cars,2000
18,20,6,3,Regular,26,Nissan,Maxima,Automatic 4-spd,Midsize Cars,2000
19,21,6,3,Regular,25,Nissan,Maxima,Manual 5-spd,Midsize Cars,2000
17,20,6,3.5,Regular,26,Oldsmobile,Intrigue,Automatic 4-spd,Midsize Cars,2000
19,22,4,2,Regular,27,Plymouth,Breeze,Automatic 4-spd,Midsize Cars,2000
23,27,4,2,Regular,34,Plymouth,Breeze,Manual 5-spd,Midsize Cars,2000
17,20,4,2.4,Regular,26,Plymouth,Breeze,Automatic 4-spd,Midsize Cars,2000
18,21,6,3.1,Regular,27,Pontiac,Grand Prix,Automatic 4-spd,Midsize Cars,2000
17,21,6,3.8,Regular,27,Pontiac,Grand Prix,Automatic 4-spd,Midsize Cars,2000
16,19,6,3.8,Premium,25,Pontiac,Grand Prix,Automatic 4-spd,Midsize Cars,2000
17,20,4,2,Premium,24,Saab,3-Sep,Automatic 4-spd,Midsize Cars,2000
18,20,4,2,Regular,23,Saab,3-Sep,Automatic 4-spd,Midsize Cars,2000
19,22,4,2,Regular,27,Saab,3-Sep,Manual 5-spd,Midsize Cars,2000
19,22,4,2,Premium,27,Saab,3-Sep,Manual 5-spd,Midsize Cars,2000
18,21,4,2.3,Premium,27,Saab,9-3 Viggen,Manual 5-spd,Midsize Cars,2000
17,20,4,2.3,Regular,25,Saab,5-Sep,Automatic 4-spd,Midsize Cars,2000
16,19,4,2.3,Premium,22,Saab,5-Sep,Automatic 4-spd,Midsize Cars,2000
18,21,4,2.3,Regular,27,Saab,5-Sep,Manual 5-spd,Midsize Cars,2000
18,20,4,2.3,Premium,25,Saab,5-Sep,Manual 5-spd,Midsize Cars,2000
16,19,6,3,Premium,24,Saab,5-Sep,Automatic 4-spd,Midsize Cars,2000
20,23,4,2.2,Regular,29,Saturn,LS,Automatic 4-spd,Midsize Cars,2000
21,24,4,2.2,Regular,30,Saturn,LS,Manual 5-spd,Midsize Cars,2000
18,20,6,3,Regular,24,Saturn,LS,Automatic 4-spd,Midsize Cars,2000
20,23,4,2.2,Regular,28,Toyota,Camry,Automatic 4-spd,Midsize Cars,2000
21,24,4,2.2,Regular,29,Toyota,Camry,Manual 5-spd,Midsize Cars,2000
17,20,6,3,Regular,25,Toyota,Camry,Automatic 4-spd,Midsize Cars,2000
18,21,6,3,Regular,26,Toyota,Camry,Manual 5-spd,Midsize Cars,2000
18,21,4,1.8,Premium,27,Volkswagen,Passat,Automatic 5-spd,Midsize Cars,2000
21,24,4,1.8,Premium,29,Volkswagen,Passat,Manual 5-spd,Midsize Cars,2000
16,19,6,2.8,Premium,24,Volkswagen,Passat,Automatic 5-spd,Midsize Cars,2000
18,21,6,2.8,Premium,26,Volkswagen,Passat,Manual 5-spd,Midsize Cars,2000
15,18,6,2.8,Premium,22,Volkswagen,Passat 4motion,Automatic 5-spd,Midsize Cars,2000
17,20,5,2.3,Premium,25,Volvo,S70,Automatic 4-spd,Midsize Cars,2000
18,21,5,2.3,Premium,25,Volvo,S70,Manual 5-spd,Midsize Cars,2000
17,20,5,2.4,Premium,24,Volvo,S70,Automatic 4-spd,Midsize Cars,2000
18,21,5,2.4,Premium,26,Volvo,S70,Automatic 5-spd,Midsize Cars,2000
19,22,5,2.4,Premium,26,Volvo,S70,Manual 5-spd,Midsize Cars,2000
16,19,5,2.4,Premium,23,Volvo,S70 AWD,Automatic 4-spd,Midsize Cars,2000
16,18,6,2.8,Premium,23,Volvo,S80,Automatic 4-spd,Midsize Cars,2000
16,19,6,2.9,Premium,24,Volvo,S80,Automatic 4-spd,Midsize Cars,2000
15,18,8,4.2,Premium,22,Audi,A8 L,Automatic 5-spd,Large Cars,2000
15,18,8,4.4,Premium,22,BMW,740il/740il Protection,Automatic 5-spd,Large Cars,2000
12,14,12,5.4,Premium,18,BMW,750il/750il Protection,Automatic 5-spd,Large Cars,2000
17,20,6,3.8,Regular,27,Buick,LeSabre,Automatic 4-spd,Large Cars,2000
17,20,6,3.8,Regular,27,Buick,Park Avenue,Automatic 4-spd,Large Cars,2000
16,19,6,3.8,Premium,25,Buick,Park Avenue,Automatic 4-spd,Large Cars,2000
15,19,8,4.6,Premium,25,Cadillac,DeVille,Automatic 4-spd,Large Cars,2000
17,21,6,3.4,Regular,29,Chevrolet,Impala,Automatic 4-spd,Large Cars,2000
17,21,6,3.8,Regular,27,Chevrolet,Impala,Automatic 4-spd,Large Cars,2000
17,21,6,3.8,Regular,27,Chevrolet,Impala,Automatic 4-spd,Large Cars,2000
16,19,6,3.5,Regular,24,Chrysler,300 M,Automatic 4-spd,Large Cars,2000
18,21,6,2.7,Regular,27,Chrysler,Concorde,Automatic 4-spd,Large Cars,2000
17,20,6,3.2,Regular,25,Chrysler,Concorde,Automatic 4-spd,Large Cars,2000
16,19,6,3.5,Regular,24,Chrysler,LHS,Automatic 4-spd,Large Cars,2000
18,21,6,2.7,Regular,27,Dodge,Intrepid,Automatic 4-spd,Large Cars,2000
18,21,6,2.7,Regular,27,Dodge,Intrepid,Automatic 4-spd,Large Cars,2000
17,20,6,3.2,Regular,25,Dodge,Intrepid,Automatic 4-spd,Large Cars,2000
16,19,6,3.5,Regular,24,Dodge,Intrepid,Automatic 4-spd,Large Cars,2000
16,18,8,4.6,Regular,23,Ford,Crown Victoria,Automatic 4-spd,Large Cars,2000
17,20,6,3,Regular,26,Ford,Taurus,Automatic 4-spd,Large Cars,2000
17,20,6,3,Regular,26,Ford,Taurus,Automatic 4-spd,Large Cars,2000
15,18,8,4.6,Premium,23,Lincoln,Continental,Automatic 4-spd,Large Cars,2000
16,18,8,4.6,Regular,23,Mercury,Grand Marquis,Automatic 4-spd,Large Cars,2000
16,18,8,4.6,Regular,23,Lincoln,Town Car,Automatic 4-spd,Large Cars,2000
15,18,8,4.3,Premium,22,Mercedes-Benz,S430,Automatic 5-spd,Large Cars,2000
15,17,8,5,Premium,21,Mercedes-Benz,S500,Automatic 5-spd,Large Cars,2000
17,20,6,3.8,Regular,27,Pontiac,Bonneville,Automatic 4-spd,Large Cars,2000
16,19,6,3.8,Premium,25,Pontiac,Bonneville,Automatic 4-spd,Large Cars,2000
19,22,6,3,Regular,27,Toyota,Avalon,Automatic 4-spd,Large Cars,2000
16,19,6,2.8,Premium,24,Audi,A4 Avant,Automatic 5-spd,Small Station Wagons,2000
17,20,4,1.8,Premium,26,Audi,A4 Avant quattro,Automatic 5-spd,Small Station Wagons,2000
19,22,4,1.8,Premium,26,Audi,A4 Avant quattro,Manual 5-spd,Small Station Wagons,2000
15,18,6,2.8,Premium,22,Audi,A4 Avant quattro,Automatic 5-spd,Small Station Wagons,2000
16,19,6,2.8,Premium,23,Audi,A4 Avant quattro,Manual 5-spd,Small Station Wagons,2000
17,19,6,2.5,Premium,25,BMW,323i Touring,Automatic 5-spd,Small Station Wagons,2000
18,21,6,2.5,Premium,26,BMW,323i Touring,Manual 5-spd,Small Station Wagons,2000
16,19,6,2.8,Premium,24,BMW,528i Sport Wagon,Automatic 4-spd,Small Station Wagons,2000
16,19,6,2.8,Premium,24,BMW,528i Sport Wagon,Automatic 5-spd,Small Station Wagons,2000
16,19,6,2.8,Premium,24,BMW,528i Sport Wagon,Manual 5-spd,Small Station Wagons,2000
14,16,8,4.4,Premium,19,BMW,540i Sport Wagon,Automatic 5-spd,Small Station Wagons,2000
19,22,4,2,Regular,28,Daewoo,Nubira Station Wagon,Automatic 4-spd,Small Station Wagons,2000
20,23,4,2,Regular,28,Daewoo,Nubira Station Wagon,Manual 5-spd,Small Station Wagons,2000
19,22,4,2,Regular,27,Hyundai,Elantra Wagon,Automatic 4-spd,Small Station Wagons,2000
21,24,4,2,Regular,29,Hyundai,Elantra Wagon,Manual 5-spd,Small Station Wagons,2000
23,27,4,1.9,Regular,33,Saturn,SW,Automatic 4-spd,Small Station Wagons,2000
22,26,4,1.9,Regular,32,Saturn,SW,Automatic 4-spd,Small Station Wagons,2000
23,27,4,1.9,Regular,34,Saturn,SW,Manual 5-spd,Small Station Wagons,2000
23,26,4,1.6,Regular,30,Suzuki,Esteem Wagon,Automatic 4-spd,Small Station Wagons,2000
26,28,4,1.6,Regular,33,Suzuki,Esteem Wagon,Manual 5-spd,Small Station Wagons,2000
23,26,4,1.8,Regular,30,Suzuki,Esteem Wagon,Automatic 4-spd,Small Station Wagons,2000
24,26,4,1.8,Regular,31,Suzuki,Esteem Wagon,Manual 5-spd,Small Station Wagons,2000
19,21,4,1.9,Premium,26,Volvo,V40,Automatic 4-spd,Small Station Wagons,2000
15,18,6,2.8,Premium,22,Audi,A6 Avant quattro,Automatic 5-spd,Midsize Station Wagons,2000
23,26,4,2,Regular,30,Ford,Focus Station Wagon,Automatic 4-spd,Midsize Station Wagons,2000
22,25,4,2,Regular,29,Ford,Focus Station Wagon,Automatic 4-spd,Midsize Station Wagons,2000
17,19,6,3,Regular,24,Ford,Taurus Wagon,Automatic 4-spd,Midsize Station Wagons,2000
17,20,6,3,Regular,25,Ford,Taurus Wagon,Automatic 4-spd,Midsize Station Wagons,2000
17,19,6,3,Regular,22,Lexus,RX 300,Automatic 4-spd,Midsize Station Wagons,2000
16,18,6,3,Regular,21,Lexus,RX 300 4WD,Automatic 4-spd,Midsize Station Wagons,2000
17,20,6,3,Regular,25,Mercury,Sable Wagon,Automatic 4-spd,Midsize Station Wagons,2000
17,19,6,3,Regular,24,Mercury,Sable Wagon,Automatic 4-spd,Midsize Station Wagons,2000
18,20,6,3.2,Premium,25,Mercedes-Benz,E320 (Wagon),Automatic 5-spd,Midsize Station Wagons,2000
17,20,6,3.2,Premium,24,Mercedes-Benz,E320 4Matic (Wagon),Automatic 5-spd,Midsize Station Wagons,2000
17,20,4,2.3,Premium,25,Saab,9-5 Wagon,Automatic 4-spd,Midsize Station Wagons,2000
17,19,4,2.3,Regular,24,Saab,9-5 Wagon,Automatic 4-spd,Midsize Station Wagons,2000
18,21,4,2.3,Regular,26,Saab,9-5 Wagon,Manual 5-spd,Midsize Station Wagons,2000
17,20,4,2.3,Premium,25,Saab,9-5 Wagon,Manual 5-spd,Midsize Station Wagons,2000
17,19,6,3,Premium,23,Saab,9-5 Wagon,Automatic 4-spd,Midsize Station Wagons,2000
19,23,4,2.2,Regular,28,Saturn,LW,Automatic 4-spd,Midsize Station Wagons,2000
18,20,6,3,Regular,24,Saturn,LW,Automatic 4-spd,Midsize Station Wagons,2000
19,21,4,2.5,Regular,25,Subaru,Legacy Wagon AWD,Automatic 4-spd,Midsize Station Wagons,2000
19,21,4,2.5,Regular,25,Subaru,Legacy Wagon AWD,Manual 5-spd,Midsize Station Wagons,2000
18,21,4,1.8,Premium,27,Volkswagen,Passat Wagon,Automatic 5-spd,Midsize Station Wagons,2000
21,24,4,1.8,Premium,29,Volkswagen,Passat Wagon,Manual 5-spd,Midsize Station Wagons,2000
16,19,6,2.8,Premium,24,Volkswagen,Passat Wagon,Automatic 5-spd,Midsize Station Wagons,2000
18,21,6,2.8,Premium,26,Volkswagen,Passat Wagon,Manual 5-spd,Midsize Station Wagons,2000
15,18,6,2.8,Premium,22,Volkswagen,Passat Wagon 4motion,Automatic 5-spd,Midsize Station Wagons,2000
17,20,5,2.3,Premium,25,Volvo,V70 FWD,Automatic 4-spd,Midsize Station Wagons,2000
18,21,5,2.3,Premium,25,Volvo,V70 FWD,Manual 5-spd,Midsize Station Wagons,2000
17,20,5,2.4,Premium,24,Volvo,V70 FWD,Automatic 4-spd,Midsize Station Wagons,2000
18,21,5,2.4,Premium,26,Volvo,V70 FWD,Automatic 5-spd,Midsize Station Wagons,2000
19,22,5,2.4,Premium,26,Volvo,V70 FWD,Manual 5-spd,Midsize Station Wagons,2000
16,19,5,2.4,Premium,23,Volvo,V70 AWD,Automatic 4-spd,Midsize Station Wagons,2000
16,18,5,2.4,Premium,22,Volvo,V70 AWD,Automatic 5-spd,Midsize Station Wagons,2000
17,19,4,2.2,Regular,24,Chevrolet,S10 Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2000
17,19,4,2.2,Regular,23,Chevrolet,S10 Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2000
20,23,4,2.2,Regular,26,Chevrolet,S10 Pickup 2WD,Manual 5-spd,Small Pickup Trucks 2WD,2000
19,22,4,2.2,Regular,25,Chevrolet,S10 Pickup 2WD,Manual 5-spd,Small Pickup Trucks 2WD,2000
15,17,6,4.3,Regular,20,Chevrolet,S10 Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2000
16,18,6,4.3,Regular,21,Chevrolet,S10 Pickup 2WD,Manual 5-spd,Small Pickup Trucks 2WD,2000
17,19,4,2.2,Regular,24,GMC,Sonoma 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2000
17,19,4,2.2,Regular,23,GMC,Sonoma 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2000
20,23,4,2.2,Regular,26,GMC,Sonoma 2WD,Manual 5-spd,Small Pickup Trucks 2WD,2000
19,22,4,2.2,Regular,25,GMC,Sonoma 2WD,Manual 5-spd,Small Pickup Trucks 2WD,2000
15,17,6,4.3,Regular,20,GMC,Sonoma 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2000
16,18,6,4.3,Regular,21,GMC,Sonoma 2WD,Manual 5-spd,Small Pickup Trucks 2WD,2000
17,19,4,2.2,Regular,24,Isuzu,Hombre Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2000
17,19,4,2.2,Regular,23,Isuzu,Hombre Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2000
20,23,4,2.2,Regular,26,Isuzu,Hombre Pickup 2WD,Manual 5-spd,Small Pickup Trucks 2WD,2000
19,22,4,2.2,Regular,25,Isuzu,Hombre Pickup 2WD,Manual 5-spd,Small Pickup Trucks 2WD,2000
15,17,6,4.3,Regular,20,Isuzu,Hombre Pickup 2WD,Automatic 4-spd,Small Pickup Trucks 2WD,2000
15,16,6,4.3,Regular,19,Chevrolet,Silverado 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
15,17,6,4.3,Regular,21,Chevrolet,Silverado 1500 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
14,16,8,4.8,Regular,19,Chevrolet,Silverado 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
14,16,8,4.8,Regular,19,Chevrolet,Silverado 1500 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
14,16,8,5.3,Regular,19,Chevrolet,Silverado 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
14,15,8,5.3,Regular,18,Chevrolet,Silverado 2500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
11,12,8,6,Regular,15,Chevrolet,Silverado 2500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
18,20,4,2.5,Regular,23,Dodge,Dakota Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
15,16,6,3.9,Regular,20,Dodge,Dakota Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
15,17,6,3.9,Regular,21,Dodge,Dakota Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
13,15,8,4.7,Regular,18,Dodge,Dakota Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
13,15,8,4.7,Regular,18,Dodge,Dakota Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
11,13,8,5.9,Regular,16,Dodge,Dakota Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
14,16,6,3.9,Regular,19,Dodge,Ram 1500 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
13,15,6,3.9,Regular,19,Dodge,Ram 1500 Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
12,14,8,5.2,Regular,17,Dodge,Ram 1500 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
12,14,8,5.2,Regular,18,Dodge,Ram 1500 Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
11,13,8,5.9,Regular,17,Dodge,Ram 1500 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
14,16,6,4.2,Regular,19,Ford,F150 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
15,16,6,4.2,Regular,19,Ford,F150 Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
14,16,8,4.6,Regular,19,Ford,F150 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
13,15,8,4.6,Regular,19,Ford,F150 Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
13,15,8,5.4,Regular,18,Ford,F150 Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
12,13,8,5.4,Premium,15,Ford,Lightning Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
18,20,4,2.5,Regular,23,Ford,Ranger Pickup 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
20,22,4,2.5,Regular,24,Ford,Ranger Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
14,16,6,4,Regular,19,Ford,Ranger Pickup 2WD,Automatic 5-spd,Standard Pickup Trucks 2WD,2000
16,18,6,4,Regular,21,Ford,Ranger Pickup 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
15,16,6,4.3,Regular,19,GMC,Sierra 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
15,18,6,4.3,Regular,21,GMC,Sierra 1500 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
14,16,8,4.8,Regular,19,GMC,Sierra 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
14,16,8,4.8,Regular,19,GMC,Sierra 1500 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
14,16,8,5.3,Regular,19,GMC,Sierra 1500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
14,15,8,5.3,Regular,18,GMC,Sierra 2500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
11,12,8,6,Regular,15,GMC,Sierra 2500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
18,20,4,2.5,Regular,23,Mazda,2500 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
20,22,4,2.5,Regular,24,Mazda,2500 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
14,16,6,4,Regular,19,Mazda,B4000 2WD,Automatic 5-spd,Standard Pickup Trucks 2WD,2000
16,18,6,4,Regular,21,Mazda,B4000 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
17,19,4,2.4,Regular,22,Nissan,Frontier 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
20,21,4,2.4,Regular,24,Nissan,Frontier 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
14,15,6,3.3,Regular,18,Nissan,Frontier V6 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
15,16,6,3.3,Regular,17,Nissan,Frontier V6 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
19,20,4,2.4,Regular,22,Toyota,Tacoma 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
19,21,4,2.4,Regular,24,Toyota,Tacoma 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
17,18,4,2.7,Regular,20,Toyota,Tacoma 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
16,17,6,3.4,Regular,20,Toyota,Tacoma 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
17,19,6,3.4,Regular,22,Toyota,Tacoma 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
15,16,6,3.4,Regular,18,Toyota,Tundra 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
15,16,6,3.4,Regular,18,Toyota,Tundra 2WD,Manual 5-spd,Standard Pickup Trucks 2WD,2000
14,15,8,4.7,Regular,17,Toyota,Tundra 2WD,Automatic 4-spd,Standard Pickup Trucks 2WD,2000
14,16,6,4.3,Regular,18,Chevrolet,Silverado 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,2000
13,15,6,4.3,Regular,16,Chevrolet,Silverado 1500 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,2000
14,15,8,4.8,Regular,17,Chevrolet,Silverado 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,2000
13,15,8,4.8,Regular,18,Chevrolet,Silverado 1500 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,2000
13,14,8,5.3,Regular,16,Chevrolet,Silverado 1500 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,2000
14,16,6,4.3,Regular,19,Chevrolet,S10 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,2000
15,17,6,4.3,Regular,20,Chevrolet,S10 Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,2000
13,14,6,3.9,Regular,17,Dodge,Dakota Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,2000
14,15,6,3.9,Regular,17,Dodge,Dakota Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,2000
13,14,8,4.7,Regular,17,Dodge,Dakota Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,2000
13,14,8,4.7,Regular,17,Dodge,Dakota Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,2000
11,12,8,5.9,Regular,15,Dodge,Dakota Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,2000
11,13,8,5.2,Regular,15,Dodge,Ram 1500 Pickup 4WD,Automatic 4-spd,Standard Pickup Trucks 4WD,2000
12,13,8,5.2,Regular,16,Dodge,Ram 1500 Pickup 4WD,Manual 5-spd,Standard Pickup Trucks 4WD,2000
